Tue Jan 30 13:53:23 +0000 2024,1.75E+18,"serem ya Pemerintah sekarang buat RPP UU kesehatan buru buru banget gatau apa yang di kejar. Kita harus tolak pasal tembakau di RPP UU  Kesehatan. @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI #TolakPasalTembakauRPPKesehatan https://t.co/KWXapLTZHa""",serem ya Pemerintah sekarang buat RPP UU kesehatan buru buru banget gatau apa yang di kejar Kita harus tolak pasal tembakau di RPP UU Kesehatan RI TolakPasalTembakauRPPKesehatan,serem ya pemerintah sekarang buat rpp uu kesehatan buru buru banget gatau apa yang di kejar kita harus tolak pasal tembakau di rpp uu kesehatan ri tolakpasaltembakaurppkesehatan,"['serem', 'ya', 'pemerintah', 'sekarang', 'buat', 'rpp', 'uu', 'kesehatan', 'buru', 'buru', 'banget', 'gatau', 'apa', 'yang', 'di', 'kejar', 'kita', 'harus', 'tolak', 'pasal', 'tembakau', 'di', 'rpp', 'uu', 'kesehatan', 'ri', 'tolakpasaltembakaurppkesehatan']",serem ya pemerintah sekarang buat rpp uu kesehatan buru buru banget gatau apa yang di kejar kita harus tolaku pasal tembakuau di rpp uu kesehatan ri tolakupasaltembakuaurppkesehatan,"['serem', 'pemerintah', 'sekarang', 'buat', 'rpp', 'uu', 'kesehatan', 'buru', 'buru', 'banget', 'gatau', 'yang', 'kejar', 'harus', 'tolaku', 'pasal', 'tembakuau', 'rpp', 'uu', 'kesehatan', 'ri', 'tolakupasaltembakuaurppkesehatan']",rem perintah sekarang buat rpp uu sehat buru buru banget gatau yang kejar harus tolaku pasal tembakuau rpp uu sehat ri tolakupasaltembakuaurppkesehatan
Tue Jan 30 13:28:45 +0000 2024,1.75E+18,yuk bisa dong jadi pemerintah dan pemimpin negara yg solutif ya ini jelas ngerugiin Kita harus tolak pasal tembakau di RPP UU  Kesehatan. @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI #TolakPasalTembakauRPPKesehatan https://t.co/RO67hlvMeo,yuk bisa dong jadi pemerintah dan pemimpin negara yg solutif ya ini jelas ngerugiin Kita harus tolak pasal tembakau di RPP UU Kesehatan RI TolakPasalTembakauRPPKesehatan,yuk bisa dong jadi pemerintah dan pemimpin negara yg solutif ya ini jelas ngerugiin kita harus tolak pasal tembakau di rpp uu kesehatan ri tolakpasaltembakaurppkesehatan,"['yuk', 'bisa', 'dong', 'jadi', 'pemerintah', 'dan', 'pemimpin', 'negara', 'yg', 'solutif', 'ya', 'ini', 'jelas', 'ngerugiin', 'kita', 'harus', 'tolak', 'pasal', 'tembakau', 'di', 'rpp', 'uu', 'kesehatan', 'ri', 'tolakpasaltembakaurppkesehatan']",yuk bisa dong jadi pemerintah dan pemimpin negara yg solutif ya ini jelas ngerugiin kita harus tolaku pasal tembakuau di rpp uu kesehatan ri tolakupasaltembakuaurppkesehatan,"['yuk', 'dong', 'pemerintah', 'pemimpin', 'negara', 'solutif', 'ini', 'jelas', 'ngerugiin', 'harus', 'tolaku', 'pasal', 'tembakuau', 'rpp', 'uu', 'kesehatan', 'ri', 'tolakupasaltembakuaurppkesehatan']",yuk dong perintah pimpin negara solutif ini jelas ngerugiin harus tolaku pasal tembakuau rpp uu sehat ri tolakupasaltembakuaurppkesehatan
Tue Jan 30 13:23:40 +0000 2024,1.75E+18,"Tembakau yg sdh menjadi bagian masyarakat adat tiba-tiba dilarang tentu saja kita menolak pasal tembakau di RPP UU Kesehatan @mohmahfudmd  @Jokowi @Kemenkes_RI
 #TolakPasalTembakauRPPKesehatan https://t.co/R3ktdaO0Sy",Tembakau yg sdh menjadi bagian masyarakat adat tiba tiba dilarang tentu saja kita menolak pasal tembakau di RPP UU Kesehatan RI TolakPasalTembakauRPPKesehatan,tembakau yg sdh menjadi bagian masyarakat adat tiba tiba dilarang tentu saja kita menolak pasal tembakau di rpp uu kesehatan ri tolakpasaltembakaurppkesehatan,"['tembakau', 'yg', 'sdh', 'menjadi', 'bagian', 'masyarakat', 'adat', 'tiba', 'tiba', 'dilarang', 'tentu', 'saja', 'kita', 'menolak', 'pasal', 'tembakau', 'di', 'rpp', 'uu', 'kesehatan', 'ri', 'tolakpasaltembakaurppkesehatan']",tembakuau yg sdh menjadi bagian masyarakuat adat tiba tiba dilarang tentu saja kita menolaku pasal tembakuau di rpp uu kesehatan ri tolakupasaltembakuaurppkesehatan,"['tembakuau', 'sdh', 'menjadi', 'bagian', 'masyarakuat', 'adat', 'tiba', 'tiba', 'dilarang', 'saja', 'menolaku', 'pasal', 'tembakuau', 'rpp', 'uu', 'kesehatan', 'ri', 'tolakupasaltembakuaurppkesehatan']",tembakuau sdh jadi bagi masyarakuat adat tiba tiba larang saja menolaku pasal tembakuau rpp uu sehat ri tolakupasaltembakuaurppkesehatan
Tue Jan 30 13:21:46 +0000 2024,1.75E+18,"Tolong jgn semena-mena melarang produksi Tembakau yg sdh menjadi bagian masyarakat adat sebaiknya segera revisi pasal tembakau di RPP UU Kesehatan @mohmahfudmd  @Jokowi @Kemenkes_RI
 #TolakPasalTembakauRPPKesehatan https://t.co/DP0nAAnroI",Tolong jgn semena mena melarang produksi Tembakau yg sdh menjadi bagian masyarakat adat sebaiknya segera revisi pasal tembakau di RPP UU Kesehatan RI TolakPasalTembakauRPPKesehatan,tolong jgn semena mena melarang produksi tembakau yg sdh menjadi bagian masyarakat adat sebaiknya segera revisi pasal tembakau di rpp uu kesehatan ri tolakpasaltembakaurppkesehatan,"['tolong', 'jgn', 'semena', 'mena', 'melarang', 'produksi', 'tembakau', 'yg', 'sdh', 'menjadi', 'bagian', 'masyarakat', 'adat', 'sebaiknya', 'segera', 'revisi', 'pasal', 'tembakau', 'di', 'rpp', 'uu', 'kesehatan', 'ri', 'tolakpasaltembakaurppkesehatan']",tolong jgn semena mena melarang produksi tembakuau yg sdh menjadi bagian masyarakuat adat sebaiknya segera revisi pasal tembakuau di rpp uu kesehatan ri tolakupasaltembakuaurppkesehatan,"['jgn', 'semena', 'mena', 'melarang', 'produksi', 'tembakuau', 'sdh', 'menjadi', 'bagian', 'masyarakuat', 'adat', 'sebaiknya', 'revisi', 'pasal', 'tembakuau', 'rpp', 'uu', 'kesehatan', 'ri', 'tolakupasaltembakuaurppkesehatan']",jgn semena mena larang produksi tembakuau sdh jadi bagi masyarakuat adat baik revisi pasal tembakuau rpp uu sehat ri tolakupasaltembakuaurppkesehatan
Tue Jan 30 13:19:34 +0000 2024,1.75E+18,"Setuju dgn perkataan pak @mohmahfudmd jgn sampe aturan yang dibuat hanya untuk menguntungkan sebagian pihak sebaiknya tolak pasal tembakau di RPP UU Kesehatan   @Jokowi @Kemenkes_RI
 #TolakPasalTembakauRPPKesehatan https://t.co/Vp6ESJ3dJr",Setuju dgn perkataan pak jgn sampe aturan yang dibuat hanya untuk menguntungkan sebagian pihak sebaiknya tolak pasal tembakau di RPP UU Kesehatan RI TolakPasalTembakauRPPKesehatan,setuju dgn perkataan pak jgn sampe aturan yang dibuat hanya untuk menguntungkan sebagian pihak sebaiknya tolak pasal tembakau di rpp uu kesehatan ri tolakpasaltembakaurppkesehatan,"['setuju', 'dgn', 'perkataan', 'pak', 'jgn', 'sampe', 'aturan', 'yang', 'dibuat', 'hanya', 'untuk', 'menguntungkan', 'sebagian', 'pihak', 'sebaiknya', 'tolak', 'pasal', 'tembakau', 'di', 'rpp', 'uu', 'kesehatan', 'ri', 'tolakpasaltembakaurppkesehatan']",setuju dgn perkataan paku jgn sampe aturan yang dibuat hanya untuk menguntungkan sebagian pihaku sebaiknya tolaku pasal tembakuau di rpp uu kesehatan ri tolakupasaltembakuaurppkesehatan,"['setuju', 'perkataan', 'paku', 'sampe', 'aturan', 'dibuat', 'untuk', 'menguntungkan', 'sebagian', 'pihaku', 'sebaiknya', 'tolaku', 'pasal', 'tembakuau', 'rpp', 'uu', 'kesehatan', 'ri', 'tolakupasaltembakuaurppkesehatan']",tuju kata paku sampe atur buat untuk untung bagi pihaku baik tolaku pasal tembakuau rpp uu sehat ri tolakupasaltembakuaurppkesehatan
Tue Jan 30 13:16:51 +0000 2024,1.75E+18,"Ini dari dulu pedagang menolak pasal tembakau di RPP UU Kesehatan ya karena ini. Kalau gak ada solusi dari masalah ini gimana mereka jualan? Gimana bisa dapet duit buat makan? 
#TolakPasalTembakauRPPKesehatan
@Kemenperin @KemnakerRI @Kemenkes_RI https://t.co/yw8JJ1egxQ",Ini dari dulu pedagang menolak pasal tembakau di RPP UU Kesehatan ya karena ini Kalau gak ada solusi dari masalah ini gimana mereka jualan Gimana bisa dapet duit buat makan TolakPasalTembakauRPPKesehatan RI,ini dari dulu pedagang menolak pasal tembakau di rpp uu kesehatan ya karena ini kalau gak ada solusi dari masalah ini gimana mereka jualan gimana bisa dapet duit buat makan tolakpasaltembakaurppkesehatan ri,"['ini', 'dari', 'dulu', 'pedagang', 'menolak', 'pasal', 'tembakau', 'di', 'rpp', 'uu', 'kesehatan', 'ya', 'karena', 'ini', 'kalau', 'gak', 'ada', 'solusi', 'dari', 'masalah', 'ini', 'gimana', 'mereka', 'jualan', 'gimana', 'bisa', 'dapet', 'duit', 'buat', 'makan', 'tolakpasaltembakaurppkesehatan', 'ri']",ini dari dulu pedagang menolaku pasal tembakuau di rpp uu kesehatan ya karena ini kalau gaku ada solusi dari masalah ini gimana mereka jualan gimana bisa dapet duit buat makuan tolakupasaltembakuaurppkesehatan ri,"['dulu', 'pedagang', 'menolaku', 'pasal', 'tembakuau', 'rpp', 'uu', 'kesehatan', 'karena', 'kalau', 'gaku', 'solusi', 'dari', 'masalah', 'gimana', 'jualan', 'gimana', 'dapet', 'duit', 'buat', 'makuan', 'tolakupasaltembakuaurppkesehatan', 'ri']",dulu dagang menolaku pasal tembakuau rpp uu sehat karena kalau gaku solusi dari masalah gimana jual gimana dapet duit buat makuan tolakupasaltembakuaurppkesehatan ri
Tue Jan 30 13:16:37 +0000 2024,1.75E+18,"Tembakau bagian dari masyarakat adat. Setuju banget dengan pak @mohmahfudmd pasal tembakau di RPP UU Kesehatan perlu banget ditinjau ulang karna merugikan banyak pihak  @Jokowi @Kemenkes_RI
 #TolakPasalTembakauRPPKesehatan https://t.co/jNNurcBzFZ",Tembakau bagian dari masyarakat adat Setuju banget dengan pak pasal tembakau di RPP UU Kesehatan perlu banget ditinjau ulang karna merugikan banyak pihak RI TolakPasalTembakauRPPKesehatan,tembakau bagian dari masyarakat adat setuju banget dengan pak pasal tembakau di rpp uu kesehatan perlu banget ditinjau ulang karna merugikan banyak pihak ri tolakpasaltembakaurppkesehatan,"['tembakau', 'bagian', 'dari', 'masyarakat', 'adat', 'setuju', 'banget', 'dengan', 'pak', 'pasal', 'tembakau', 'di', 'rpp', 'uu', 'kesehatan', 'perlu', 'banget', 'ditinjau', 'ulang', 'karna', 'merugikan', 'banyak', 'pihak', 'ri', 'tolakpasaltembakaurppkesehatan']",tembakuau bagian dari masyarakuat adat setuju banget dengan paku pasal tembakuau di rpp uu kesehatan perlu banget ditinjau ulang karna merugikan banyaku pihaku ri tolakupasaltembakuaurppkesehatan,"['tembakuau', 'bagian', 'masyarakuat', 'adat', 'setuju', 'banget', 'paku', 'pasal', 'tembakuau', 'rpp', 'uu', 'kesehatan', 'perlu', 'banget', 'ditinjau', 'ulang', 'karna', 'merugikan', 'banyaku', 'pihaku', 'ri', 'tolakupasaltembakuaurppkesehatan']",tembakuau bagi masyarakuat adat tuju banget paku pasal tembakuau rpp uu sehat perlu banget tinjau ulang karna rugi banyaku pihaku ri tolakupasaltembakuaurppkesehatan
Tue Jan 30 13:13:20 +0000 2024,1.75E+18,"Gini amat ya jadi rakyat kecil, hasil dari jualan asongan gak seberapa, masih juga terancam usahanya menolak pasal tembakau di RPP UU Kesehatan
#TolakPasalTembakauRPPKesehatan
@Kemenperin @KemnakerRI @Kemenkes_RI https://t.co/t0FvJMTk5Z",Gini amat ya jadi rakyat kecil hasil dari jualan asongan gak seberapa masih juga terancam usahanya menolak pasal tembakau di RPP UU Kesehatan TolakPasalTembakauRPPKesehatan RI,gini amat ya jadi rakyat kecil hasil dari jualan asongan gak seberapa masih juga terancam usahanya menolak pasal tembakau di rpp uu kesehatan tolakpasaltembakaurppkesehatan ri,"['gini', 'amat', 'ya', 'jadi', 'rakyat', 'kecil', 'hasil', 'dari', 'jualan', 'asongan', 'gak', 'seberapa', 'masih', 'juga', 'terancam', 'usahanya', 'menolak', 'pasal', 'tembakau', 'di', 'rpp', 'uu', 'kesehatan', 'tolakpasaltembakaurppkesehatan', 'ri']",gini amat ya jadi rakuyat kecil hasil dari jualan asongan gaku seberapa masih juga terancam usahanya menolaku pasal tembakuau di rpp uu kesehatan tolakupasaltembakuaurppkesehatan ri,"['gini', 'ya', 'rakuyat', 'kecil', 'hasil', 'jualan', 'asongan', 'gaku', 'seberapa', 'juga', 'terancam', 'usahanya', 'menolaku', 'pasal', 'tembakuau', 'rpp', 'uu', 'kesehatan', 'tolakupasaltembakuaurppkesehatan', 'ri']",gin ya rakuyat kecil hasil jual asong gaku berapa juga ancam usaha menolaku pasal tembakuau rpp uu sehat tolakupasaltembakuaurppkesehatan ri
Tue Jan 30 13:12:54 +0000 2024,1.75E+18,"Tolak pasal tembakau di RPP UU Kesehatan jika benar hanya permainan untuk menguntungkan pihak tertentu @mohmahfudmd @Jokowi @Kemenkes_RI
 #TolakPasalTembakauRPPKesehatan https://t.co/CWCVMWcnWj",Tolak pasal tembakau di RPP UU Kesehatan jika benar hanya permainan untuk menguntungkan pihak tertentu RI TolakPasalTembakauRPPKesehatan,tolak pasal tembakau di rpp uu kesehatan jika benar hanya permainan untuk menguntungkan pihak tertentu ri tolakpasaltembakaurppkesehatan,"['tolak', 'pasal', 'tembakau', 'di', 'rpp', 'uu', 'kesehatan', 'jika', 'benar', 'hanya', 'permainan', 'untuk', 'menguntungkan', 'pihak', 'tertentu', 'ri', 'tolakpasaltembakaurppkesehatan']",tolaku pasal tembakuau di rpp uu kesehatan jika benar hanya permainan untuk menguntungkan pihaku tertentu ri tolakupasaltembakuaurppkesehatan,"['tolaku', 'pasal', 'tembakuau', 'rpp', 'uu', 'kesehatan', 'benar', 'permainan', 'menguntungkan', 'pihaku', 'tertentu', 'ri', 'tolakupasaltembakuaurppkesehatan']",tolaku pasal tembakuau rpp uu sehat benar main untung pihaku tentu ri tolakupasaltembakuaurppkesehatan
Tue Jan 30 13:11:47 +0000 2024,1.75E+18,"Tembakau sdh menjadi bagian masyarakat adat secara turun temurun dari dulu gak ada masalah baru sekarang ini aja, tolak pasal tembakau di RPP UU Kesehatan @mohmahfudmd  @Jokowi @Kemenkes_RI
 #TolakPasalTembakauRPPKesehatan https://t.co/2Yo6cc5y7C",Tembakau sdh menjadi bagian masyarakat adat secara turun temurun dari dulu gak ada masalah baru sekarang ini aja tolak pasal tembakau di RPP UU Kesehatan RI TolakPasalTembakauRPPKesehatan,tembakau sdh menjadi bagian masyarakat adat secara turun temurun dari dulu gak ada masalah baru sekarang ini aja tolak pasal tembakau di rpp uu kesehatan ri tolakpasaltembakaurppkesehatan,"['tembakau', 'sdh', 'menjadi', 'bagian', 'masyarakat', 'adat', 'secara', 'turun', 'temurun', 'dari', 'dulu', 'gak', 'ada', 'masalah', 'baru', 'sekarang', 'ini', 'aja', 'tolak', 'pasal', 'tembakau', 'di', 'rpp', 'uu', 'kesehatan', 'ri', 'tolakpasaltembakaurppkesehatan']",tembakuau sdh menjadi bagian masyarakuat adat secara turun temurun dari dulu gaku ada masalah baru sekarang ini aja tolaku pasal tembakuau di rpp uu kesehatan ri tolakupasaltembakuaurppkesehatan,"['tembakuau', 'menjadi', 'bagian', 'masyarakuat', 'adat', 'turun', 'temurun', 'dulu', 'gaku', 'masalah', 'baru', 'sekarang', 'aja', 'tolaku', 'pasal', 'tembakuau', 'rpp', 'uu', 'kesehatan', 'ri', 'tolakupasaltembakuaurppkesehatan']",tembakuau jadi bagi masyarakuat adat turun turun dulu gaku masalah baru sekarang aja tolaku pasal tembakuau rpp uu sehat ri tolakupasaltembakuaurppkesehatan
